,Loan_ID,Name,Las_Name,Gender,Age,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status,ZIP,Primary City,latitude,longitude
30524,LP002637,Everett,Parker,Male,19,No,0,Graduate,No,2609,1345.3868278888776,175.75195303066658,360.0,1.0,Rural,Y,33149,Miami,25.61,-80.18
30530,LP002789,Caleb,Collins,Male,27,Yes,0,Graduate,No,1371,1786.196019029751,184.76644759386608,180.0,1.0,Semiurban,Y,33035,Miami,25.76,-80.18
30534,LP002443,Trevor,Davis,Male,25,Yes,2,Graduate,No,2498,2400.0783532715695,107.90047976255437,180.0,0.0,Rural,Y,33033,Key Biscayne,25.81,-80.4
30536,LP001673,Peter,Alexander,Male,46,No,2,Not Graduate,Yes,3149,1923.3159055226254,250.04154146424395,180.0,1.0,Urban,Y,33139,Hialeah,25.76,-80.23
30537,LP002911,Nathaniel,Stone,Male,28,No,0,Graduate,No,1301,2298.2076829635757,232.8054045678664,360.0,1.0,Semiurban,Y,33147,Miami,25.81,-80.24
30542,LP001491,Grant,Morris,Male,45,Yes,0,Graduate,No,3290,1662.4250235290522,149.88687795826695,360.0,1.0,Rural,N,33193,Miami,25.7,-80.18
30543,LP001006,Giselle,Rivera,Male,38,No,0,Not Graduate,No,1090,1012.6603049400537,122.5330409716514,360.0,1.0,Urban,Y,33143,Miami,25.77,-80.2
30546,LP001146,Matthew,Lopez,Male,26,Yes,0,Graduate,Yes,3399,1490.3276981097147,171.72964019402772,360.0,1.0,Urban,Y,33134,Miami,25.89,-80.15
30547,LP001138,Nathaniel,Alexander,Male,35,Yes,0,Graduate,No,1080,1600.7367625318243,99.46375806077552,360.0,1.0,Semiurban,Y,33150,Miami,25.92,-80.14
30550,LP002626,Pierre,Bryant,Male,20,Yes,0,Graduate,No,1967,2068.586032875076,290.94288272411336,360.0,1.0,Urban,N,33137,Miami,25.81,-80.18
30554,LP002287,Derek,Bennett,Male,28,No,2,Graduate,No,1958,816.1638144401411,112.81177513858934,360.0,0.0,Rural,Y,33142,Homestead,25.66,-80.21
30556,LP002142,Ava,Martinez,Male,36,No,2,Graduate,No,1828,1291.983874405554,132.4752349696409,360.0,1.0,Urban,Y,33018,Homestead,25.65,-80.39
30564,LP002314,Kelvin,Perry,Male,29,No,3+,Graduate,No,1384,1364.6029207218792,124.73763304087183,360.0,1.0,Semiurban,N,33189,North Miami Beach,25.85,-80.28
30565,LP002006,Caitlin,Monroe,Male,45,No,0,Graduate,No,5477,2302.9636138584438,143.75795121844783,360.0,1.0,Rural,N,33126,Miami,25.89,-80.34
30567,LP001872,Roland,Harris,Male,51,No,0,Not Graduate,No,2610,2134.68089001826,133.80827527323004,360.0,1.0,Semiurban,Y,33162,Miami,25.94,-80.18
30572,LP002284,Preston,Butler,Male,20,No,0,Graduate,No,1987,1844.7617526351578,194.40869282713982,360.0,1.0,Rural,N,33155,Miami,25.75,-80.24
30574,LP002529,Lucas,Lawson,Male,28,No,2,Graduate,No,1582,1732.7456284649193,132.28831009425602,480.0,1.0,Rural,Y,33056,Miami,25.85,-80.18
30580,LP002287,Carmen,Rivera,Male,43,No,0,Not Graduate,No,1389,1951.9114692155515,229.04239784810616,360.0,1.0,Urban,Y,33141,Miami,25.7,-80.26
30582,LP002345,Isabella,Roberts,Male,38,No,2,Graduate,No,1239,2150.1599837106874,253.2314465885221,360.0,0.0,Urban,Y,33157,Miami Beach,25.9,-80.18
30586,LP002555,Dylan,King,Male,44,No,1,Graduate,No,1829,2644.1311809792533,262.6557332602989,360.0,1.0,Rural,N,33134,Miami,25.85,-80.18
30594,LP002224,Cecilio,Brooks,Female,19,Yes,0,Not Graduate,No,1705,2768.071087709297,117.31486750718972,360.0,0.0,Semiurban,Y,33157,Miami,25.48,-80.28
30597,LP002706,Jacob,Brooks,Male,25,Yes,0,Graduate,No,3685,2445.8674170315544,173.32300703918665,360.0,1.0,Rural,Y,33146,Miami,25.52,-80.2
30600,LP002911,Oscar,Jordan,Female,33,No,2,Graduate,No,1544,2163.5962656924776,147.26910081508336,360.0,1.0,Rural,Y,33033,Homestead,25.76,-80.31
30601,LP001750,Hector,Martinez,Male,41,Yes,2,Graduate,No,5950,1462.7777951917208,160.5766346228196,360.0,1.0,Rural,N,33185,Hialeah,25.96,-80.28
30603,LP001384,Lewis,Hughes,Male,21,Yes,0,Graduate,No,1879,1761.3425077933948,125.26327927313694,180.0,1.0,Semiurban,Y,33147,Miami,25.7,-80.4
30605,LP002862,Ross,Bennett,Male,27,Yes,0,Graduate,No,1454,2812.3812374076715,128.0689807341842,360.0,1.0,Semiurban,Y,33128,Miami Beach,25.82,-80.38
30608,LP002281,Roland,Howard,Male,42,No,1,Graduate,Yes,6855,2418.547783437998,150.93510431211675,360.0,0.0,Rural,Y,33030,Opa Locka,25.72,-80.24
30613,LP001765,Abel,McBride,Female,22,Yes,0,Graduate,No,1578,1865.2560789823638,127.7375281003072,360.0,0.0,Semiurban,N,33149,Miami,25.81,-80.46
30615,LP001095,Terence,Adams,Male,19,No,0,Graduate,No,1520,1064.3629239658208,163.7289625196214,300.0,0.0,Urban,N,33137,Miami,25.6,-80.18
30627,LP001914,Michael,Mendez,Male,29,No,0,Graduate,No,2848,1119.8838464137289,138.16802236566542,360.0,0.0,Semiurban,Y,33173,Miami,25.56,-80.3
30630,LP002505,Garrett,Sanchez,Male,22,No,1,Graduate,No,1609,2320.084024487097,189.37599613331582,360.0,1.0,Semiurban,Y,33101,Homestead,25.48,-80.2
30632,LP002296,Reginald,Taylor,Male,22,Yes,2,Graduate,No,2954,1476.957019750276,146.01481867849506,360.0,1.0,Rural,N,33125,Miami,25.48,-80.17
30633,LP002211,Preston,Rivera,Male,21,Yes,0,Not Graduate,No,2266,1826.5550044717652,97.49122619602488,360.0,1.0,Urban,N,33135,Homestead,25.7,-80.2
30634,LP002187,Anthony,Harris,Female,25,Yes,0,Graduate,No,1285,1782.1025262321532,112.10150914500677,360.0,1.0,Rural,Y,33162,Miami,25.76,-80.16
30638,LP001138,Terrence,Roberts,Female,41,Yes,0,Graduate,No,2665,674.0201294549067,164.44234942849124,360.0,1.0,Rural,Y,33187,Miami,25.92,-80.49
30642,LP001586,Stuart,Barnes,Male,24,No,0,Not Graduate,No,2392,766.1011254999371,164.70884435083838,360.0,1.0,Semiurban,N,33176,Miami,25.77,-80.3
30648,LP001430,Mason,Parks,Male,27,Yes,3+,Graduate,No,2258,4090.7848888075196,212.7491748301813,360.0,1.0,Urban,Y,33127,Miami,25.95,-80.34
30650,LP002443,Daisy,Mitchell,Male,23,Yes,0,Graduate,No,1239,3304.6461055548707,129.2086044159735,360.0,1.0,Rural,Y,33134,Hialeah,25.92,-80.41
30653,LP002328,Isabella,Bryant,Male,40,No,0,Graduate,No,1579,3822.922088981629,220.79588126701884,360.0,1.0,Semiurban,Y,33137,Miami,25.77,-80.45
30654,LP002840,Dylan,Lewis,Male,35,No,0,Graduate,No,2712,1637.1530304541432,143.27453773978573,84.0,1.0,Rural,Y,33145,Miami,25.77,-80.26
30656,LP001765,Guillermo,Parker,Female,41,Yes,0,Graduate,No,2978,1031.260726021541,245.70503407431426,360.0,1.0,Urban,Y,33149,Miami,25.76,-80.51
30657,LP001179,Cornell,Bennett,Male,34,Yes,0,Graduate,No,830,897.3764659302223,189.26179164183537,360.0,1.0,Semiurban,Y,33030,Homestead,25.77,-80.3
30660,LP001248,Edgar,Parker,Male,33,Yes,0,Graduate,No,2619,587.5857748281612,127.45420849997251,240.0,1.0,Semiurban,N,33125,Miami,25.85,-80.23
30662,LP001639,Fernando,Ward,Male,23,Yes,0,Graduate,Yes,4849,1896.720699684561,117.8999052285971,360.0,1.0,Urban,N,33015,Miami,25.56,-80.15
30664,LP002716,Dennis,Rivera,Female,45,Yes,0,Not Graduate,No,836,1323.7296383487965,165.27560636826234,180.0,1.0,Rural,Y,33015,Hialeah,25.81,-80.29
30669,LP002940,Heather,Rivera,Male,46,Yes,0,Not Graduate,No,1973,1138.2425045961359,114.834577657162,360.0,1.0,Rural,Y,33178,Miami,25.81,-80.27
30670,LP002004,Virgil,Perry,Male,55,No,1,Graduate,No,1328,2284.418849115698,133.36816465276178,180.0,1.0,Urban,Y,33030,Miami,25.9,-80.41
30675,LP002979,Daisy,Rivera,Male,43,No,2,Graduate,No,1926,1354.9185966572345,104.35039338503672,360.0,1.0,Urban,N,33146,Miami Gardens,25.82,-80.36
30676,LP001194,Archie,Osborne,Male,22,No,2,Not Graduate,Yes,1892,2077.27061958373,126.00756542735522,360.0,0.0,Semiurban,Y,33179,Miami,25.66,-80.31
30677,LP001482,Emily,Perry,Male,33,No,0,Graduate,No,1140,1321.7404271245684,243.84666534611569,360.0,1.0,Urban,N,33131,Miami,25.52,-80.51
30679,LP002004,Chloe,Phillips,Female,31,No,0,Not Graduate,No,3343,2591.9147306556515,199.60190913873083,360.0,1.0,Urban,Y,33122,Miami Beach,25.61,-80.27
30680,LP002652,Stephen,Parker,Male,25,Yes,0,Graduate,No,1552,3495.024646992483,100.9153752114761,360.0,1.0,Semiurban,N,33131,Miami,25.66,-80.2
30681,LP002301,Vincent,Rivera,Male,29,Yes,3+,Graduate,No,1064,1411.9684645072234,166.84785377721536,360.0,0.0,Semiurban,Y,33177,Miami,25.89,-80.38
30684,LP002403,Horace,Harris,Male,22,No,0,Graduate,No,1354,581.8112025768423,170.82220099057338,360.0,1.0,Semiurban,Y,33184,Miami,25.61,-80.28
30689,LP002529,Charlotte,Chapman,Male,46,No,0,Graduate,No,1535,3384.3708458512956,184.70361223421511,360.0,1.0,Semiurban,N,33126,Miami,25.65,-80.3
30690,LP002948,Roberto,Rivera,Female,27,No,0,Graduate,No,2274,824.2862484328246,115.21255003180622,360.0,1.0,Rural,Y,33035,Miami,25.9,-80.3
30692,LP002255,Esther,Howard,Male,25,No,0,Graduate,No,1756,1502.1244800107334,361.7343038255763,360.0,1.0,Rural,Y,33012,Miami,25.64,-80.16
30693,LP002541,Charlotte,Goodman,Male,21,Yes,0,Not Graduate,No,1035,1814.2157416207376,152.6279124082532,360.0,1.0,Rural,Y,33157,Miami,25.52,-80.4
30695,LP002534,Adonis,Rivera,Female,26,No,0,Not Graduate,No,1594,2033.9107888362935,107.23194826250813,360.0,1.0,Semiurban,Y,33010,Miami,25.78,-80.4
30696,LP001164,Anthony,Rivera,Male,23,No,0,Graduate,No,3123,2005.6072392362125,120.69404769061425,360.0,0.0,Urban,Y,33185,Miami,25.96,-80.32
30699,LP001578,Esteban,Price,Male,32,Yes,0,Not Graduate,No,1910,1855.6459856814909,129.85280376018864,360.0,1.0,Rural,Y,33101,Homestead,25.7,-80.5
30701,LP001993,Damian,Rivera,Male,32,Yes,0,Graduate,No,998,1709.777024141626,96.89198195296409,360.0,1.0,Semiurban,Y,33129,Hialeah,25.73,-80.34
30702,LP002234,Jay,Parker,Male,29,No,0,Graduate,No,2213,2924.9005563021497,149.5139741685196,360.0,1.0,Semiurban,N,33149,Miami,25.89,-80.3
30704,LP002917,Cornell,Ramirez,Male,50,No,0,Graduate,No,1425,2825.1921274612687,134.35541214403406,360.0,1.0,Semiurban,Y,33189,Miami,25.9,-80.41
30708,LP002086,Anthony,Foster,Female,20,No,2,Graduate,No,1080,2004.5120387685372,159.6262633931991,360.0,0.0,Rural,N,33179,Homestead,25.77,-80.41
30715,LP002473,Caitlin,Bryant,Male,26,No,0,Graduate,No,5117,1701.554020575611,142.95167436711216,360.0,1.0,Rural,Y,33015,Miami,25.85,-80.2
30716,LP001325,Helen,Parker,Male,36,Yes,0,Graduate,Yes,2726,2015.9955947892852,158.5568666951437,360.0,1.0,Semiurban,Y,33131,Miami,25.73,-80.24
30717,LP001751,Julian,Parker,Male,23,No,0,Not Graduate,Yes,2956,924.7065140971221,330.68427754353064,360.0,1.0,Semiurban,N,33030,Miami,25.93,-80.51
30720,LP001036,Jordan,Simmons,Male,32,No,0,Not Graduate,No,1475,2004.1887293404966,162.92966567938058,300.0,1.0,Rural,N,33128,Miami,25.52,-80.41
30721,LP001711,Amber,Watson,Male,42,Yes,0,Graduate,No,2598,2629.882104134671,92.86280134860512,300.0,0.0,Urban,Y,33157,Homestead,25.77,-80.32
30723,LP002837,Shane,Bryant,Male,43,Yes,1,Graduate,No,2716,1577.5189547185996,104.24280656428832,360.0,1.0,Urban,Y,33165,Miami,25.71,-80.36
30724,LP001871,Roger,Diaz,Male,33,Yes,2,Graduate,Yes,4015,1408.2498802834173,133.47667004131105,180.0,0.0,Urban,Y,33168,Miami,25.85,-80.4
30725,LP001032,Terry,Stone,Male,23,No,0,Graduate,No,835,1432.172017303792,116.16454104719496,360.0,1.0,Rural,Y,33177,Hialeah,25.72,-80.41
30727,LP002978,Karl,Brooks,Male,36,Yes,2,Graduate,No,2993,2150.716002041462,183.2903027484466,120.0,1.0,Rural,Y,33140,Miami,25.7,-80.16
30728,LP002743,Grayson,Collins,Male,33,No,2,Not Graduate,No,2042,3370.079296630955,181.2349118838314,360.0,0.0,Urban,Y,33034,Miami,25.76,-80.34
30732,LP001917,Angela,Rivera,Male,32,Yes,3+,Not Graduate,Yes,1954,1656.1536586496438,119.30637410098204,360.0,1.0,Rural,Y,33015,Hialeah,25.76,-80.32
30733,LP002277,Erica,Johnson,Female,36,No,0,Graduate,No,2867,2795.480576772967,117.28161676551645,360.0,1.0,Semiurban,N,33101,Miami,25.7,-80.38
30735,LP001870,Alejandro,Parker,Female,35,Yes,2,Graduate,No,1037,1648.0909954162814,113.71574444041082,360.0,0.0,Semiurban,Y,33039,Miami,25.52,-80.51
30738,LP002265,Horacio,Robinson,Male,39,Yes,0,Graduate,No,1993,2622.4575243218715,175.92840381225898,360.0,1.0,Semiurban,Y,33031,Miami,25.78,-80.3
30741,LP001677,Helen,Fleming,Male,24,No,0,Graduate,No,1839,1358.8487275325695,135.23108426071883,360.0,1.0,Semiurban,Y,33131,Miami,25.71,-80.18
30742,LP001404,Esther,Jennings,Female,34,No,3+,Graduate,No,802,2853.60883687521,105.28999376129272,360.0,1.0,Semiurban,N,33109,Miami,25.75,-80.16
30744,LP002979,Mateo,Rivera,Male,35,Yes,0,Graduate,No,1827,1076.2781042805923,105.27910875179606,360.0,1.0,Rural,Y,33131,Miami,25.48,-80.3
30745,LP001157,Jack,Walker,Male,45,No,0,Graduate,No,2571,1824.9421307012592,121.28711648169795,180.0,0.0,Rural,Y,33016,Miami,25.73,-80.24
30746,LP001713,Panfilo,Gonzalez,Male,46,Yes,1,Graduate,No,3152,1378.1936656981843,127.20899225081942,300.0,0.0,Urban,Y,33109,Hialeah,25.76,-80.2
30748,LP002301,Colin,Myers,Male,45,No,0,Graduate,No,1395,3522.6266287039207,158.48193745662604,360.0,1.0,Semiurban,Y,33157,Miami,25.89,-80.38
30750,LP002114,Ava,Morris,Male,43,No,0,Graduate,No,2613,3103.7063691359417,300.95505974297896,360.0,0.0,Urban,N,33134,Miami,25.89,-80.24
30752,LP001994,Ricardo,Rivera,Male,21,No,1,Graduate,Yes,2323,2566.1706761764026,209.2910692865104,360.0,1.0,Semiurban,Y,33130,Miami,25.48,-80.34
30753,LP002543,Gary,Curry,Male,37,No,2,Graduate,No,2315,695.3966451082681,345.6081996088652,360.0,0.0,Urban,Y,33172,Miami,25.88,-80.3
30754,LP002002,Lucas,Alexander,Female,24,Yes,1,Graduate,No,736,2421.6624749414755,190.28752944882325,120.0,1.0,Rural,Y,33154,Miami,25.7,-80.18
30756,LP002300,Alvaro,Dunn,Female,41,No,2,Not Graduate,No,1549,1547.426726064511,120.5675180526266,360.0,1.0,Semiurban,Y,33109,Homestead,25.79,-80.36
30760,LP001872,Roland,Clark,Male,33,No,0,Graduate,No,1557,3047.8370692348194,129.61195162820815,180.0,1.0,Urban,Y,33138,Miami Beach,25.6,-80.46
30761,LP001095,Elias,Ortiz,Male,25,No,1,Graduate,No,988,1565.5665742884073,129.411595270538,360.0,1.0,Urban,Y,33010,Miami,25.81,-80.39
30764,LP001751,Hailey,Bryant,Male,24,No,1,Not Graduate,Yes,911,2486.16805041869,227.87922770291436,360.0,1.0,Rural,Y,33175,Miami,25.88,-80.27
30769,LP001253,Edgar,Rivera,Male,34,No,1,Graduate,No,1153,1700.8449469641778,158.14515298996488,360.0,0.0,Semiurban,Y,33135,Hialeah,25.52,-80.21
30770,LP001560,Martin,Sanchez,Male,27,No,2,Not Graduate,No,2314,1977.3612536730996,302.6760537003946,180.0,1.0,Rural,Y,33174,Hialeah,25.76,-80.4
30772,LP001790,Lewis,Flores,Male,48,Yes,2,Graduate,No,1712,1696.677542685901,156.45014818637588,300.0,1.0,Rural,Y,33132,Miami Beach,25.65,-80.2
30773,LP001005,Kenneth,Rivera,Male,20,No,1,Graduate,No,1643,1868.3292899828166,118.70085127211898,120.0,1.0,Rural,Y,33031,Homestead,25.94,-80.16
30774,LP001349,Natividad,Alexander,Male,21,No,2,Graduate,No,3905,1984.7706930237823,107.74688941534464,240.0,1.0,Rural,Y,33181,Miami,25.89,-80.18
30776,LP001824,Ashton,Rivera,Female,50,No,0,Graduate,No,3500,1562.721469490205,180.16585807643588,360.0,1.0,Rural,Y,33196,Miami,25.68,-80.27
30778,LP001263,Deborah,Ramirez,Male,30,No,1,Graduate,No,1260,572.5457242561945,100.38741657370952,180.0,0.0,Semiurban,Y,33126,Miami,25.73,-80.3
30783,LP002945,Scott,Daniels,Male,21,No,3+,Graduate,No,1196,1712.9862766890224,136.3064830679113,360.0,1.0,Semiurban,Y,33196,Miami,25.56,-80.14
30784,LP002556,Modesto,Coleman,Male,44,Yes,0,Graduate,No,3992,1983.1955510956252,184.3401811824384,360.0,0.0,Urban,N,33136,Miami,25.7,-80.29
30785,LP001736,Diana,Rivera,Male,33,No,0,Graduate,No,1299,2912.966369208496,226.90259707491998,360.0,1.0,Semiurban,Y,33030,Hialeah,25.94,-80.36
30786,LP001903,Eduardo,Wilson,Male,44,No,0,Graduate,No,7591,3500.790896470633,107.34303992877928,360.0,1.0,Semiurban,Y,33126,Miami,25.93,-80.45
30789,LP001275,Horacio,Wood,Male,30,No,3+,Graduate,No,1798,884.54050327136,120.67607368986664,360.0,1.0,Rural,Y,33180,Miami Gardens,25.92,-80.45
30791,LP002768,Sidney,Bell,Male,33,Yes,2,Graduate,No,2289,2136.96119501766,139.8400139231017,360.0,1.0,Semiurban,Y,33168,Miami,25.78,-80.47
30794,LP002792,Saul,King,Male,29,Yes,0,Not Graduate,No,852,2158.1497872552286,134.98794385999577,360.0,1.0,Rural,Y,33186,Miami,25.89,-80.16
30795,LP002792,Trevor,Coleman,Male,24,No,0,Graduate,No,890,816.686905243701,202.6555750926768,360.0,1.0,Rural,Y,33035,Miami,25.76,-80.13
30798,LP001265,Virgil,Kennedy,Male,37,No,0,Graduate,No,5760,1513.0762878614798,180.80928057920886,360.0,1.0,Rural,Y,33175,Miami,25.76,-80.36
30799,LP001265,Nathaniel,Gilbert,Male,28,Yes,0,Graduate,No,1383,1570.972748815502,125.64113193341163,360.0,1.0,Semiurban,Y,33149,Miami,25.93,-80.41
30801,LP002449,Daphne,Alexander,Male,27,Yes,0,Graduate,No,901,1348.2841370004583,220.23512937796303,360.0,1.0,Urban,Y,33014,Miami,25.61,-80.41
30804,LP001066,Jay,Rivera,Male,35,No,0,Graduate,No,2531,796.8102462111196,161.13852742942782,360.0,1.0,Urban,Y,33176,Miami,25.65,-80.26
30810,LP002277,Mateo,Simmons,Male,45,Yes,0,Graduate,No,2256,4090.3531276200456,110.68883895530121,360.0,0.0,Rural,Y,33129,Miami,25.76,-80.19
30812,LP002335,Aileen,Alexander,Male,32,Yes,0,Graduate,No,1980,920.116168230725,123.2047590717386,360.0,1.0,Rural,Y,33149,Miami,25.72,-80.2
30814,LP001647,Alejandro,Sanchez,Female,34,No,0,Graduate,No,1129,1088.6759019657966,183.3519350627036,360.0,0.0,Rural,Y,33170,Miami,25.76,-80.28
30815,LP001790,Reginald,Parker,Male,35,Yes,2,Not Graduate,No,810,2192.215948141556,116.01550062413286,360.0,1.0,Semiurban,Y,33169,Miami,25.66,-80.29
30818,LP002894,Giselle,Parker,Male,33,No,0,Graduate,No,1245,3235.317065890948,103.55819284881035,360.0,1.0,Rural,Y,33127,Miami,25.82,-80.5
30820,LP002239,Constantino,Griffin,Male,34,No,1,Graduate,Yes,1614,3201.599595867778,96.86471302905306,360.0,1.0,Rural,N,33181,Miami,25.89,-80.32
30821,LP001784,Ricardo,Roberts,Male,28,No,1,Not Graduate,Yes,3960,1854.1411932141582,147.56711748924067,360.0,1.0,Urban,N,33145,Miami,25.76,-80.2
30823,LP001255,Carolina,Alexander,Male,45,No,0,Not Graduate,No,2480,1388.4824967918905,170.61786250835465,360.0,1.0,Semiurban,N,33176,Miami,25.96,-80.24
30827,LP002767,Amador,Parker,Male,24,No,0,Graduate,Yes,1549,1640.5252323873854,105.0036365682185,180.0,0.0,Rural,Y,33129,North Miami Beach,25.57,-80.4
30830,LP001279,Ryan,Gonzalez,Male,39,Yes,2,Graduate,No,1054,398.0787230005817,172.54220558145818,360.0,1.0,Rural,Y,33176,Homestead,25.94,-80.21
30831,LP001116,Jesus,Black,Male,51,No,0,Graduate,No,866,2731.698203067321,132.0255792230597,360.0,1.0,Semiurban,N,33138,Miami,25.76,-80.41
30834,LP001198,Grayson,Ortiz,Male,42,Yes,0,Not Graduate,No,2305,811.7595751340828,144.9059912316074,360.0,1.0,Rural,N,33178,Miami,25.67,-80.18
30836,LP001385,Derek,Webb,Male,41,No,0,Graduate,No,5364,1275.3584357644208,124.14961345095622,360.0,1.0,Urban,Y,33109,Miami,25.76,-80.4
30841,LP002398,Mario,Perry,Male,44,No,0,Graduate,No,2794,2376.489452731864,163.12468923978224,360.0,1.0,Rural,Y,33128,Miami,25.27,-80.21
30842,LP001014,Lucas,Parker,Male,21,No,2,Graduate,No,1065,1379.1296490662403,118.49276248155059,360.0,1.0,Urban,Y,33182,Miami,25.82,-80.2
30846,LP002863,Brittany,Parker,Female,42,Yes,0,Graduate,No,2426,598.3170921291016,147.65881012347438,180.0,1.0,Rural,Y,33177,Miami,25.64,-80.19
30847,LP001238,Jared,Parker,Male,22,No,0,Graduate,No,915,2554.3037473055842,221.0972507497874,360.0,1.0,Rural,Y,33133,Miami,25.53,-80.2
30848,LP001194,Adam,Bryant,Male,33,No,0,Graduate,Yes,1508,1730.4712008036574,114.12827111597215,360.0,1.0,Semiurban,N,33030,Miami,25.57,-80.26
30850,LP002180,Manuel,Parker,Male,47,Yes,0,Graduate,No,1973,1257.6117550607717,153.10931999287226,480.0,1.0,Rural,Y,33109,Miami,25.61,-80.36
30851,LP002262,Robert,Collins,Male,45,Yes,0,Graduate,No,1504,2459.2927611719283,184.9547771537431,360.0,1.0,Urban,Y,33145,Miami,25.76,-80.24
30852,LP001379,Catherine,Perry,Male,26,No,3+,Not Graduate,No,1007,1243.5402701313362,161.61833343440372,360.0,1.0,Semiurban,Y,33030,Miami,25.82,-80.21
30856,LP001641,Dylan,Evans,Male,26,Yes,1,Graduate,No,1869,1762.402063520229,100.96654221393125,360.0,1.0,Semiurban,Y,33187,Miami,25.65,-80.26
30858,LP002086,Clara,Gonzales,Male,35,Yes,3+,Graduate,No,1096,2291.1985463278293,284.72669677549504,180.0,1.0,Urban,Y,33185,Miami,25.6,-80.31
30861,LP002637,Antero,Daniels,Male,20,No,1,Graduate,No,1070,2093.9775792790133,119.21842153971002,360.0,0.0,Rural,N,33137,Miami,25.9,-80.49
30874,LP002926,Troy,Fuller,Male,29,No,0,Graduate,No,1897,2576.6948719555867,102.93248422781642,360.0,1.0,Urban,Y,33018,Miami,25.52,-80.4
30877,LP002670,Neil,Johnson,Male,39,No,0,Graduate,No,3528,3137.9969727765692,183.59502671168448,360.0,1.0,Urban,Y,33134,Hialeah,25.65,-80.32
30884,LP002448,Abigail,Sanchez,Male,31,No,0,Graduate,No,6127,2169.9540485445327,126.2083094495834,360.0,1.0,Rural,Y,33128,Opa Locka,25.82,-80.24
30886,LP002637,Dorian,Robinson,Male,35,No,2,Graduate,No,917,2531.947529129653,174.6004711519875,360.0,1.0,Rural,N,33181,Miami,25.94,-80.23
30887,LP002031,Vincent,Ortiz,Male,39,No,0,Graduate,No,1439,1861.221054985484,191.95315317265383,360.0,1.0,Urban,N,33157,Homestead,25.92,-80.49
30888,LP001698,Ivan,Rivera,Male,44,No,2,Graduate,No,1643,2321.7748507344445,169.5688663734016,360.0,1.0,Urban,Y,33143,Miami,25.76,-80.24
30889,LP002772,Enrique,Pope,Male,31,Yes,0,Graduate,No,2339,1038.8238107817842,151.40808446066234,360.0,1.0,Rural,Y,33030,Miami,25.48,-80.18
30893,LP001384,Matthew,Collins,Female,42,Yes,1,Graduate,No,3964,1446.5333815209144,96.19166288706427,480.0,1.0,Rural,Y,33176,Hialeah,25.71,-80.41
30894,LP002515,Bryce,Alexander,Male,25,No,0,Graduate,No,2142,2138.2443155714464,196.07652893276273,360.0,1.0,Rural,Y,33030,Miami,25.5,-80.5
30900,LP002348,Eduardo,Collins,Male,40,Yes,0,Graduate,No,872,1591.40586227437,101.15381981831483,360.0,1.0,Rural,Y,33014,Miami,25.5,-80.18
30901,LP002449,Tony,Thompson,Male,35,No,0,Graduate,No,1130,1547.3653238880206,253.65658434720203,360.0,1.0,Urban,N,33054,Miami,25.76,-80.24
30902,LP002284,Fabian,Johnson,Male,53,Yes,0,Not Graduate,No,2151,1081.908054837772,99.36451890339632,300.0,1.0,Rural,Y,33055,Miami,25.77,-80.4
30906,LP002126,Jordan,Morris,Male,20,No,2,Graduate,Yes,1856,2803.0094587661306,99.47198397981049,360.0,1.0,Semiurban,Y,33139,Opa Locka,25.88,-80.41
30910,LP002187,Herbert,Webb,Female,40,Yes,0,Graduate,No,1854,1321.1837696438693,230.62706182343138,360.0,1.0,Semiurban,Y,33056,Miami Beach,25.7,-80.45
30911,LP001936,Elizabeth,Baker,Male,32,No,3+,Graduate,No,3528,657.4166142029187,159.06176420783393,360.0,1.0,Rural,Y,33136,Miami,25.75,-80.28
30912,LP001800,Alejandro,Jenkins,Male,42,Yes,0,Not Graduate,No,1860,3765.8722697788317,301.1174040614311,360.0,0.0,Urban,Y,33109,Miami,25.73,-80.21
30913,LP002586,Pedro,Rivera,Male,34,Yes,3+,Graduate,No,2220,2040.3401123085632,105.94937211787433,360.0,0.0,Rural,Y,33018,Miami Beach,25.81,-80.16
30914,LP002555,Isabella,Peterson,Male,27,No,1,Not Graduate,No,3678,2839.5864077000483,114.59639683016924,480.0,1.0,Semiurban,Y,33162,Miami Beach,25.68,-80.2
30915,LP001743,Gaspar,Armstrong,Male,21,Yes,1,Graduate,No,3124,3195.630690532092,99.00829562448229,360.0,1.0,Rural,N,33101,Miami,25.75,-80.24
30922,LP001750,Francisco,Bennett,Male,47,No,0,Graduate,No,3357,1506.048948353237,123.06741541339315,360.0,1.0,Semiurban,Y,33132,Homestead,25.56,-80.47
30923,LP001179,Warren,Foster,Male,34,No,0,Not Graduate,No,771,981.5023240171067,100.28819220582805,360.0,1.0,Urban,Y,33185,Miami,25.93,-80.5
30924,LP002082,Aurora,Collins,Male,40,Yes,1,Graduate,No,1818,1837.6656872422125,142.38848230314466,360.0,1.0,Semiurban,N,33146,Miami,25.76,-80.18
30925,LP001688,Fabian,Collins,Male,22,No,0,Graduate,No,743,3781.8345263728556,153.40145803361068,360.0,1.0,Rural,Y,33145,Miami,25.9,-80.51
30926,LP001641,Dean,Griffin,Male,46,No,0,Graduate,No,822,2475.184898298186,108.78812660122682,360.0,1.0,Rural,Y,33101,Miami,25.56,-80.13
