Order ID,Order Date,Order Priority,Order Quantity,Discount,Ship Mode,Unit Price,Shipping Cost,Customer Name,Customer State,Zip Code,Region,Customer Segment,Product Category,Product Sub-Category,Product Name,Product Container,Product Base Margin
33923,1/8/2016,Low,34,0.05,Regular Air,65.99,5.99,Benjamin Venier,Maryland,21794,South,Small Business,Technology,Telephones and Communication,i1000,Small Box,0.58
33924,10/19/2019,Not Specified,12,0.05,Delivery Truck,500.98,28.14,Ivan Liston,Maryland,21230,South,Consumer,Technology,Office Machines,"Hewlett-Packard cp1700 [D, PS] Series Color Inkjet Printers",Jumbo Drum,0.38
33925,5/3/2018,Low,47,0.03,Regular Air,30.98,19.99,Catherine Glotzbach,South Carolina,29374,South,Home Office,Office Supplies,Paper,Xerox 1988,Small Box,0.4
33956,1/19/2019,Low,13,0,Regular Air,7.59,4,Aaron Smayling,Ohio,43001,Central,Small Business,Furniture,Office Furnishings,"Master Giant Foot® Doorstop, Safety Yellow",Wrap Bag,0.42
33958,2/2/2018,Critical,27,0.1,Regular Air,20.99,3.3,Mark Haberlin,Colorado,81124,West,Small Business,Technology,Telephones and Communication,Accessory39,Small Pack,0.81
33958,2/2/2018,Critical,14,0.09,Regular Air,25.99,5.37,Mark Haberlin,Colorado,81124,West,Small Business,Office Supplies,Pens & Art Supplies,"BOSTON® Ranger® #55 Pencil Sharpener, Black",Small Box,0.56
33959,8/1/2016,Critical,23,0.03,Delivery Truck,15.23,27.75,Ben Peterman,Connecticut,6439,East,Corporate,Furniture,Tables,Anderson Hickey Conga Table Tops & Accessories,Jumbo Box,0.76
33987,10/25/2018,High,27,0.07,Regular Air,65.99,3.99,Sara Luxemburg,California,94404,West,Small Business,Technology,Telephones and Communication,StarTAC 7760,Small Box,0.59
33987,10/25/2018,High,19,0.1,Delivery Truck,90.98,30,Sara Luxemburg,California,94404,West,Small Business,Furniture,Chairs & Chairmats,Office Star - Task Chair with Contemporary Loop Arms,Jumbo Drum,0.61
33988,1/11/2016,Medium,30,0,Regular Air,5.02,5.14,Rob Haberlin,Michigan,49877,Central,Consumer,Technology,Computer Peripherals,"Imation 3.5, DISKETTE 44766 HGHLD3.52HD/FM, 10/Pack",Small Pack,0.79
34017,3/24/2016,High,20,0.05,Express Air,4.84,0.71,Paul Prost,Florida,32119,South,Corporate,Office Supplies,Pens & Art Supplies,*Staples* Highlighting Markers,Wrap Bag,0.52
34017,3/24/2016,High,28,0.01,Regular Air,14.98,7.69,Paul Prost,Florida,32119,South,Corporate,Office Supplies,Storage & Organization,Super Decoflex Portable Personal File,Small Box,0.57
34022,11/4/2019,Not Specified,50,0.05,Regular Air,4.91,3.05,Jason Klamczynski,Nebraska,69367,Central,Small Business,Furniture,Office Furnishings,Ultra Door Push Plate,Small Pack,0.52
34022,11/4/2019,Not Specified,6,0.06,Regular Air,6.64,4.95,Jason Klamczynski,Nebraska,69367,Central,Small Business,Furniture,Office Furnishings,G.E. Longer-Life Indoor Recessed Floodlight Bulbs,Small Pack,0.37
34048,3/28/2018,Low,1,0.04,Regular Air,22.23,3.63,Christopher Schild,Michigan,48001,Central,Corporate,Furniture,Office Furnishings,"Executive Impressions 14"" Contract Wall Clock",Small Pack,0.52
34082,10/28/2018,Not Specified,19,0.1,Regular Air,142.86,19.99,Dan Lawera,Virginia,23664,South,Corporate,Office Supplies,Storage & Organization,Letter Size Cart,Small Box,0.56
34082,10/28/2018,Not Specified,20,0.07,Regular Air,1.88,1.49,Dan Lawera,Virginia,23664,South,Corporate,Office Supplies,Binders and Binder Accessories,Staples® General Use 3-Ring Binders,Small Box,0.37
34082,10/28/2018,Not Specified,35,0.02,Regular Air,21.38,8.99,Dan Lawera,Virginia,23664,South,Corporate,Office Supplies,Pens & Art Supplies,Boston 1730 StandUp Electric Pencil Sharpener,Small Pack,0.59
34083,2/5/2019,Not Specified,29,0.02,Express Air,55.99,5,Barry Blumstein,Illinois,62924,Central,Small Business,Technology,Telephones and Communication,Accessory6,Small Pack,0.8
34086,4/30/2019,High,41,0.04,Regular Air,65.99,2.5,Nat Gilpin,Connecticut,6928,East,Consumer,Technology,Telephones and Communication,6190,Small Box,0.55
34087,7/25/2016,Low,31,0.05,Regular Air,115.99,5.26,Jim Sink,South Carolina,29684,South,Corporate,Technology,Telephones and Communication,636,Small Box,0.57
34112,9/1/2018,Critical,13,0.1,Regular Air,28.99,8.59,Dennis Pardue,Ohio,44197,Central,Small Business,Technology,Telephones and Communication,SouthWestern Bell FA970 Digital Answering Machine with Time/Day Stamp,Medium Box,0.56
34117,2/7/2019,High,45,0.06,Regular Air,6.75,2.99,Tony Sayre,New York,501,East,Small Business,Office Supplies,Binders and Binder Accessories,Wilson Jones DublLock® D-Ring Binders,Small Box,0.35
34148,8/22/2019,Critical,33,0.06,Regular Air,4.13,0.99,Theresa Swint,Wisconsin,54990,Central,Small Business,Office Supplies,Labels,Avery 491,Small Box,0.39
34151,9/9/2018,Not Specified,26,0.1,Regular Air,205.99,8.99,Craig Yedwab,Arizona,85354,West,Corporate,Technology,Telephones and Communication,TimeportP7382,Small Box,0.56
34177,8/16/2016,High,26,0.1,Regular Air,7.31,0.49,Toby Braunhardt,South Carolina,29945,South,Corporate,Office Supplies,Labels,Self-Adhesive Address Labels for Typewriters by Universal,Small Box,0.38
34177,8/16/2016,High,50,0.1,Regular Air,20.99,2.5,Toby Braunhardt,South Carolina,29945,South,Corporate,Technology,Telephones and Communication,Accessory37,Wrap Bag,0.81
34177,8/16/2016,High,13,0.02,Regular Air,2.61,0.5,Toby Braunhardt,South Carolina,29945,South,Corporate,Office Supplies,Labels,Avery 494,Small Box,0.39
34179,11/2/2018,Not Specified,21,0.07,Regular Air,14.48,1.99,Brian DeCherney,Idaho,83201,West,Corporate,Technology,Computer Peripherals,TDK 4.7GB DVD+RW,Small Pack,0.49
34180,9/3/2018,High,2,0.02,Express Air,5.78,8.09,Marc Crier,Texas,77474,Central,Corporate,Office Supplies,Paper,Xerox 1924,Small Box,0.36
34182,10/18/2019,Critical,31,0.05,Regular Air,10.52,7.94,Karen Ferguson,North Carolina,27801,South,Home Office,Furniture,Office Furnishings,Ultra Door Pull Handle,Small Pack,0.52
34209,8/24/2017,High,48,0.04,Regular Air,14.2,5.3,Ritsa Hightower,Connecticut,6817,East,Corporate,Furniture,Office Furnishings,Coloredge Poster Frame,Wrap Bag,0.46
34209,8/24/2017,High,29,0.03,Regular Air,35.44,4.92,Ritsa Hightower,Connecticut,6817,East,Corporate,Office Supplies,Paper,Staples Colored Bar Computer Paper,Small Box,0.38
34211,2/13/2019,Not Specified,15,0.1,Regular Air,9.93,1.09,Alan Hwang,Virginia,20101,South,Small Business,Office Supplies,Pens & Art Supplies,Peel-Off® China Markers,Wrap Bag,0.43
34215,5/14/2018,High,6,0.02,Regular Air,5.34,2.99,Cari Schnelling,Delaware,19701,East,Home Office,Office Supplies,Binders and Binder Accessories,Wilson Jones 14 Line Acrylic Coated Pressboard Data Binders,Small Box,0.38
34241,10/9/2019,Low,4,0.08,Regular Air,52.71,2.5,Sanjit Chand,Michigan,49634,Central,Home Office,Office Supplies,Envelopes,"Strathmore #10 Envelopes, Ultimate White",Small Box,0.36
34243,2/11/2018,High,40,0.04,Express Air,7.28,11.15,Tom Ashbrook,Texas,73301,Central,Home Office,Office Supplies,Paper,"Array® Parchment Paper, Assorted Colors",Small Box,0.37
34243,2/11/2018,High,35,0.02,Regular Air,35.48,35,Tom Ashbrook,Texas,73301,Central,Home Office,Office Supplies,Storage & Organization,Belkin OmniView SE Rackmount Kit,Large Box,0.85
34243,2/11/2018,High,10,0.08,Regular Air,8.75,8.54,Tom Ashbrook,Texas,73301,Central,Home Office,Furniture,Office Furnishings,"Eldon® 400 Class™ Desk Accessories, Black Carbon",Small Pack,0.43
34244,9/29/2017,Low,4,0.04,Regular Air,31.78,1.99,Duane Huffman,Delaware,19810,East,Consumer,Technology,Computer Peripherals,"Memorex 4.7GB DVD-RAM, 3/Pack",Small Pack,0.42
34244,9/29/2017,Low,25,0,Express Air,7.37,5.53,Duane Huffman,Delaware,19810,East,Consumer,Technology,Computer Peripherals,"Imation 3.5"" Unformatted DS/HD Diskettes, 10/Box",Small Pack,0.69
34245,2/8/2017,Medium,42,0.05,Regular Air,4.28,4.79,Grace Kelly,Virginia,23664,South,Consumer,Office Supplies,Paper,Xerox 1962,Small Box,0.4
34246,10/7/2017,Critical,18,0.03,Regular Air,99.99,19.99,Thomas Seio,New Jersey,8989,East,Home Office,Technology,Office Machines,AT&T 2230 Dual Handset Phone With Caller ID/Call Waiting,Small Box,0.52
34246,10/7/2017,Critical,49,0.03,Regular Air,4.06,6.89,Thomas Seio,New Jersey,8989,East,Home Office,Office Supplies,Appliances,Eureka Disposable Bags for Sanitaire® Vibra Groomer I® Upright Vac,Small Box,0.6
34246,10/7/2017,Critical,27,0.01,Regular Air,11.58,6.97,Thomas Seio,New Jersey,8989,East,Home Office,Office Supplies,Envelopes,"Peel & Seel® Recycled Catalog Envelopes, Brown",Small Box,0.35
34275,7/2/2016,Low,27,0.07,Regular Air,4.84,0.71,Greg Guthrie,Nebraska,69141,Central,Small Business,Office Supplies,Pens & Art Supplies,*Staples* Highlighting Markers,Wrap Bag,0.52
34275,7/2/2016,Low,3,0.04,Delivery Truck,2036.48,14.7,Greg Guthrie,Nebraska,69141,Central,Small Business,Technology,Office Machines,Lexmark 4227 Plus Dot Matrix Printer,Jumbo Drum,0.55
34279,3/29/2019,Not Specified,3,0.1,Delivery Truck,349.45,60,Joni Wasserman,Georgia,39859,South,Consumer,Furniture,Tables,"SAFCO PlanMaster Heigh-Adjustable Drafting Table Base, 43w x 30d x 30-37h, Black",Jumbo Drum,0.49
34309,9/7/2019,High,16,0,Regular Air,4.37,5.15,Fred McMath,Connecticut,6703,East,Small Business,Office Supplies,Appliances,"Eureka Sanitaire ® Multi-Pro Heavy-Duty Upright, Disposable Bags",Small Box,0.59
34311,9/6/2016,High,39,0.05,Regular Air,3.28,3.97,Mike Pelletier,New Jersey,7837,East,Corporate,Office Supplies,Pens & Art Supplies,Newell 342,Wrap Bag,0.56
34311,9/6/2016,High,32,0.03,Regular Air,6.98,9.69,Mike Pelletier,New Jersey,7837,East,Corporate,Office Supplies,Storage & Organization,Eldon Shelf Savers™ Cubes and Bins,Small Box,0.83
34337,5/14/2017,Medium,36,0.04,Express Air,99.23,8.99,Bill Eplett,North Carolina,28633,South,Corporate,Furniture,Office Furnishings,"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box",Small Pack,0.35
34338,6/30/2017,Low,26,0.04,Express Air,38.76,13.26,Sonia Cooley,Connecticut,6817,East,Corporate,Office Supplies,Paper,Xerox 1892,Small Box,0.36
34371,4/1/2017,Medium,18,0.05,Delivery Truck,510.14,14.7,Scott Cohen,Idaho,83643,West,Consumer,Technology,Office Machines,Okidata ML520 Series Dot Matrix Printers,Jumbo Drum,0.56
34374,7/1/2016,Low,42,0.04,Regular Air,8.33,1.99,Frank Olsen,South Carolina,29338,South,Small Business,Technology,Computer Peripherals,"80 Minute Slim Jewel Case CD-R , 10/Pack - Staples",Small Pack,0.52
34400,12/25/2019,Low,25,0.01,Regular Air,3.57,4.17,Joy Daniels,Georgia,39901,South,Corporate,Office Supplies,Pens & Art Supplies,Barrel Sharpener,Small Pack,0.59
34400,12/25/2019,Low,17,0.04,Regular Air,65.99,4.2,Joy Daniels,Georgia,39901,South,Corporate,Technology,Telephones and Communication,5170,Small Box,0.59
34402,5/2/2017,High,38,0.05,Regular Air,80.98,35,Mitch Willingham,North Carolina,27006,South,Corporate,Office Supplies,Storage & Organization,Carina Double Wide Media Storage Towers in Natural & Black,Large Box,0.81
34402,5/2/2017,High,11,0.07,Express Air,3.15,0.5,Mitch Willingham,North Carolina,27006,South,Corporate,Office Supplies,Labels,Avery 520,Small Box,0.37
34406,9/29/2019,Medium,29,0.02,Regular Air,4.71,0.7,Eric Murdock,Maryland,21794,South,Home Office,Office Supplies,Rubber Bands,Sterling Rubber Bands by Alliance,Wrap Bag,0.85
34407,7/31/2017,Low,41,0.03,Regular Air,35.89,14.72,Rachel Payne,Wisconsin,54990,Central,Consumer,Office Supplies,Envelopes,Jet-Pak Recycled Peel 'N' Seal Padded Mailers,Small Box,0.4
34432,4/8/2016,Not Specified,20,0.08,Regular Air,12.53,0.5,Nora Pelletier,North Carolina,27010,South,Home Office,Office Supplies,Labels,Avery 485,Small Box,0.38
34432,4/8/2016,Not Specified,3,0.02,Regular Air,178.47,19.99,Nora Pelletier,North Carolina,27010,South,Home Office,Office Supplies,Storage & Organization,"Hot File® 7-Pocket, Floor Stand",Small Box,0.55
34434,5/9/2018,Not Specified,16,0.08,Regular Air,1.8,4.79,Barbara Fisher,Alabama,35062,South,Small Business,Office Supplies,Binders and Binder Accessories,Wilson Jones Easy Flow II™ Sheet Lifters,Small Box,0.37
34434,5/9/2018,Not Specified,23,0.04,Regular Air,4.98,0.49,Barbara Fisher,Alabama,35062,South,Small Business,Office Supplies,Labels,Avery White Multi-Purpose Labels,Small Box,0.39
34435,8/6/2016,Low,42,0.01,Regular Air,10.48,2.89,Justin Hirsh,Arizona,85231,West,Consumer,Office Supplies,Pens & Art Supplies,Staples Battery-Operated Desktop Pencil Sharpener,Small Pack,0.6
34438,12/11/2017,High,28,0.04,Regular Air,20.15,8.99,Harold Engle,Michigan,49634,Central,Consumer,Office Supplies,Pens & Art Supplies,Boston 19500 Mighty Mite Electric Pencil Sharpener,Small Pack,0.58
34470,2/1/2019,Critical,31,0.08,Delivery Truck,100.98,57.38,Vivek Sundaresam,Virginia,24658,South,Home Office,Furniture,Bookcases,"Bush Westfield Collection Bookcases, Dark Cherry Finish, Fully Assembled",Jumbo Box,0.78
34497,3/11/2016,Medium,36,0.1,Regular Air,4.98,7.54,Thomas Brumley,Utah,84337,West,Consumer,Office Supplies,Paper,Xerox 1961,Small Box,0.38
34497,3/11/2016,Medium,25,0,Regular Air,22.84,8.18,Thomas Brumley,Utah,84337,West,Consumer,Office Supplies,Paper,Xerox 1991,Small Box,0.39
34498,2/16/2016,Low,3,0.09,Regular Air,18.97,9.03,Phillip Flathmann,Nebraska,68016,Central,Small Business,Office Supplies,Paper,Computer Printout Paper with Letter-Trim Perforations,Small Box,0.37
34498,2/16/2016,Low,4,0.09,Express Air,8.74,1.39,Phillip Flathmann,Nebraska,68016,Central,Small Business,Office Supplies,Envelopes,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",Small Box,0.38
34499,7/18/2017,Medium,2,0.01,Delivery Truck,243.98,62.94,Joel Eaton,New Jersey,7001,East,Home Office,Furniture,Chairs & Chairmats,Hon Deluxe Fabric Upholstered Stacking Chairs,Jumbo Drum,0.57
34530,8/30/2017,Low,22,0.06,Express Air,67.84,0.99,Karen Daniels,California,91188,West,Consumer,Office Supplies,Appliances,Fellowes Command Center 5-outlet power strip,Small Box,0.58
34530,8/30/2017,Low,7,0.03,Delivery Truck,150.98,16.01,Karen Daniels,California,91188,West,Consumer,Furniture,Tables,"Iceberg OfficeWorks 42"" Round Tables",Jumbo Box,0.7
34530,8/30/2017,Low,38,0.09,Regular Air,17.48,1.99,Karen Daniels,California,91188,West,Consumer,Technology,Computer Peripherals,"Maxell Pro 80 Minute CD-R, 10/Pack",Small Pack,0.45
34532,12/12/2019,Low,41,0.04,Express Air,30.98,19.51,Carol Darley,Illinois,62444,Central,Small Business,Office Supplies,Envelopes,Staples Colored Interoffice Envelopes,Small Box,0.36
34562,8/24/2017,Low,22,0.1,Regular Air,28.38,1.99,John Lucas,Maryland,21290,South,Small Business,Technology,Computer Peripherals,Maxell 4.7GB DVD-R,Small Pack,0.51
34562,8/24/2017,Low,19,0.03,Regular Air,18.97,9.03,John Lucas,Maryland,21290,South,Small Business,Office Supplies,Paper,Computer Printout Paper with Letter-Trim Perforations,Small Box,0.37
34565,7/14/2016,Medium,47,0.08,Regular Air,125.99,4.2,Valerie Takahito,Utah,84001,West,Consumer,Technology,Telephones and Communication,i1000plus,Small Box,0.57
34567,4/27/2016,Low,18,0.03,Delivery Truck,180.98,26.2,Katrina Bavinger,Wisconsin,53235,Central,Consumer,Furniture,Chairs & Chairmats,Global Ergonomic Managers Chair,Jumbo Drum,0.59
34595,7/20/2019,Medium,12,0.07,Regular Air,40.99,17.48,Dave Poirier,Florida,32003,South,Small Business,Office Supplies,Paper,Xerox 1893,Small Box,0.36
34596,8/31/2018,Critical,39,0.05,Regular Air,7.68,6.16,James Galang,Idaho,83552,West,Consumer,Office Supplies,Binders and Binder Accessories,GBC VeloBinder Strips,Small Box,0.35
34597,12/16/2017,Medium,8,0.07,Express Air,125.99,2.5,Brad Thomas,Connecticut,6074,East,Home Office,Technology,Telephones and Communication,V2397,Small Box,0.58
34599,3/3/2017,Low,26,0.08,Regular Air,7.7,3.68,John Castell,New York,14210,East,Small Business,Furniture,Office Furnishings,Deflect-O® Glasstique™ Clear Desk Accessories,Wrap Bag,0.52
34599,3/3/2017,Low,29,0.05,Regular Air,30.98,17.08,John Castell,New York,14210,East,Small Business,Office Supplies,Paper,Xerox 197,Small Box,0.4
34631,10/24/2016,Not Specified,5,0.06,Regular Air,3.36,6.27,Brendan Dodson,Delaware,19980,East,Corporate,Office Supplies,Binders and Binder Accessories,Cardinal Poly Pocket Divider Pockets for Ring Binders,Small Box,0.4
34631,10/24/2016,Not Specified,19,0.07,Regular Air,699.99,24.49,Brendan Dodson,Delaware,19980,East,Corporate,Technology,Copiers and Fax,Canon PC1060 Personal Laser Copier,Large Box,0.41
34657,5/5/2017,Low,46,0.04,Express Air,30.98,19.51,Fred Chung,North Carolina,28909,South,Corporate,Office Supplies,Envelopes,Staples Colored Interoffice Envelopes,Small Box,0.36
34658,11/18/2017,Medium,33,0.05,Delivery Truck,81.94,55.81,Alan Hwang,Virginia,20101,South,Small Business,Furniture,Bookcases,O'Sullivan 5-Shelf Heavy-Duty Bookcases,Jumbo Box,0.6
34659,11/20/2019,High,42,0,Regular Air,5.77,4.97,Cindy Chapman,Arizona,85338,West,Consumer,Office Supplies,Binders and Binder Accessories,Avery Binding System Hidden Tab™ Executive Style Index Sets,Small Box,0.35
34660,9/3/2018,Not Specified,4,0.1,Regular Air,4.91,5.68,Tracy Blumstein,Washington,98601,West,Home Office,Office Supplies,Binders and Binder Accessories,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue",Small Box,0.36
34660,9/3/2018,Not Specified,36,0.01,Regular Air,107.53,5.81,Tracy Blumstein,Washington,98601,West,Home Office,Furniture,Office Furnishings,"Tenex Contemporary Contur Chairmats for Low and Medium Pile Carpet, Computer, 39"" x 49""",Medium Box,0.65
34661,1/21/2017,Critical,26,0.09,Regular Air,33.98,19.99,Nathan Mautz,Alabama,35077,South,Corporate,Furniture,Office Furnishings,"Linden® 12"" Wall Clock With Oak Frame",Small Box,0.55
34662,1/10/2019,Critical,35,0.09,Delivery Truck,370.98,99,Darrin Sayre,Connecticut,6817,East,Consumer,Office Supplies,Storage & Organization,"Sauder Facets Collection Locker/File Cabinet, Sky Alder Finish",Jumbo Drum,0.65
34663,7/6/2018,Not Specified,38,0.05,Delivery Truck,808.49,55.3,Nick Crebassa,Virginia,24157,South,Corporate,Technology,Office Machines,"Hewlett-Packard Business Color Inkjet 3000 [N, DTN] Series Printers",Jumbo Drum,0.4
34689,11/24/2016,Low,36,0.07,Regular Air,16.91,6.25,Brad Thomas,Connecticut,6074,East,Home Office,Office Supplies,Storage & Organization,"Tenex Personal Self-Stacking Standard File Box, Black/Gray",Small Box,0.58
34691,1/15/2016,Critical,23,0.02,Delivery Truck,306.14,26.53,Clytie Kelty,South Carolina,29001,South,Small Business,Technology,Office Machines,Okidata ML184 Turbo Dot Matrix Printers,Jumbo Drum,0.56
34691,1/15/2016,Critical,27,0.08,Regular Air,7.77,9.23,Clytie Kelty,South Carolina,29001,South,Small Business,Office Supplies,Appliances,Hoover Commercial Soft Guard Upright Vacuum And Disposable Filtration Bags,Small Box,0.58
34691,1/15/2016,Critical,13,0.1,Express Air,18.97,9.54,Clytie Kelty,South Carolina,29001,South,Small Business,Office Supplies,Paper,Xerox 1939,Small Box,0.37
34694,4/28/2018,Low,11,0.04,Regular Air,4.48,7.24,Elizabeth Moffitt,Connecticut,6928,East,Consumer,Furniture,Office Furnishings,"Stacking Tray, Side-Loading, Legal, Smoke",Small Box,0.54
34721,11/1/2017,Not Specified,46,0.01,Regular Air,10.23,4.68,Bart Watters,New Jersey,8989,East,Corporate,Office Supplies,"Scissors, Rulers and Trimmers",Acme® Box Cutter Scissors,Small Pack,0.59
34723,12/10/2019,Medium,29,0.09,Regular Air,65.99,8.99,Neoma Murray,North Carolina,28909,South,Small Business,Technology,Telephones and Communication,5180,Small Box,0.56
34723,12/10/2019,Medium,4,0.06,Delivery Truck,1500.97,29.7,Neoma Murray,North Carolina,28909,South,Small Business,Technology,Office Machines,Epson DFX5000+ Dot Matrix Printer,Jumbo Drum,0.57
34723,12/10/2019,Medium,46,0.06,Delivery Truck,80.97,30.06,Neoma Murray,North Carolina,28909,South,Small Business,Technology,Office Machines,Hewlett-Packard Deskjet 940 REFURBISHED Color Inkjet Printer,Jumbo Box,0.4
34725,7/27/2018,Low,14,0.08,Regular Air,138.14,35,Fred McMath,Connecticut,6703,East,Small Business,Office Supplies,Storage & Organization,"SAFCO Commercial Wire Shelving, Black",Large Box,0.85
34727,3/13/2018,Low,20,0.1,Express Air,8.04,8.94,Dorris Love,North Carolina,28717,South,Corporate,Office Supplies,Binders and Binder Accessories,"Fellowes Twister Kit, Gray/Clear, 3/pkg",Small Box,0.4
34753,1/19/2017,Not Specified,7,0.09,Regular Air,20.99,0.99,Barbara Fisher,Alabama,35062,South,Small Business,Technology,Telephones and Communication,Accessory25,Wrap Bag,0.57
34754,6/5/2019,Critical,16,0.03,Regular Air,37.94,5.08,Patrick Jones,Alabama,36344,South,Home Office,Office Supplies,Paper,"Snap-A-Way® Black Print Carbonless Ruled Speed Letter, Triplicate",Wrap Bag,0.38
34757,5/29/2019,High,40,0.1,Express Air,6.48,6.22,Neoma Murray,North Carolina,28909,South,Small Business,Office Supplies,Paper,Xerox 1894,Small Box,0.37
34785,1/26/2017,Critical,45,0.01,Delivery Truck,400.98,42.52,Jim Sink,South Carolina,29684,South,Corporate,Furniture,Tables,Bretford CR8500 Series Meeting Room Furniture,Jumbo Box,0.71
34787,3/1/2017,Low,14,0.05,Regular Air,30.98,8.99,Sean Wendt,Mass,1059,East,Corporate,Office Supplies,Pens & Art Supplies,"Boston School Pro Electric Pencil Sharpener, 1670",Small Pack,0.58
34788,11/10/2016,High,4,0.02,Regular Air,5.98,5.15,Alan Hwang,Virginia,20101,South,Corporate,Office Supplies,Paper,Xerox 193,Small Box,0.36
34791,5/7/2018,Medium,9,0.01,Regular Air,104.85,19.99,Mary O'Rourke,Mass,1054,East,Home Office,Office Supplies,Paper,Multicolor Computer Printout Paper,Small Box,0.37
34791,5/7/2018,Medium,37,0.03,Regular Air,7.59,4,Mary O'Rourke,Mass,1054,East,Home Office,Furniture,Office Furnishings,"Master Giant Foot® Doorstop, Safety Yellow",Wrap Bag,0.42
34816,11/5/2017,Not Specified,29,0.1,Regular Air,41.71,4.5,Sally Knutson,Texas,78602,Central,Corporate,Office Supplies,Appliances,Fellowes 8 Outlet Superior Workstation Surge Protector,Small Box,0.56
34816,11/5/2017,Not Specified,43,0.1,Regular Air,60.98,19.99,Sally Knutson,Texas,78602,Central,Corporate,Office Supplies,Envelopes,"Tyvek Interoffice Envelopes, 9 1/2"" x 12 1/2"", 100/Box",Small Box,0.38
34822,7/11/2019,Not Specified,23,0.04,Regular Air,43.98,1.99,Nathan Cano,Mass,1059,East,Consumer,Technology,Computer Peripherals,"Memorex 80 Minute CD-R Spindle, 100/Pack",Small Pack,0.44
34849,10/12/2017,Critical,3,0.07,Regular Air,419.19,19.99,Lycoris Saunders,Ohio,45999,Central,Home Office,Office Supplies,Storage & Organization,Smead Adjustable Mobile File Trolley with Lockable Top,Small Box,0.58
34849,10/12/2017,Critical,22,0.08,Regular Air,4.73,1.52,Lycoris Saunders,Ohio,45999,Central,Home Office,Office Supplies,Paper,"While You Were Out Pads, 50 per Pad, 4 x 5 1/4, Green Cycle",Wrap Bag,0.36
34849,10/12/2017,Critical,3,0.1,Regular Air,4.13,0.5,Lycoris Saunders,Ohio,45999,Central,Home Office,Office Supplies,Labels,Avery 506,Small Box,0.39
34852,9/6/2019,Low,26,0.04,Regular Air,2.08,1.49,Rob Dowd,Arizona,85071,West,Corporate,Office Supplies,Binders and Binder Accessories,Round Ring Binders,Small Box,0.38
34853,9/29/2018,Critical,49,0.16,Regular Air,13.73,6.85,Matt Abelman,Mass,2139,East,Small Business,Furniture,Office Furnishings,DAX Wood Document Frame.,Wrap Bag,0.54
34880,9/17/2016,High,44,0.04,Regular Air,6.48,5.19,Philip Brown,Utah,84415,West,Home Office,Office Supplies,Paper,Xerox 1995,Small Box,0.37
34881,2/7/2018,Medium,37,0.01,Regular Air,4.98,4.95,Caroline Jumper,Ohio,43567,Central,Corporate,Office Supplies,Binders and Binder Accessories,Cardinal Holdit Business Card Pockets,Small Box,0.37
34882,7/25/2016,Critical,43,0.03,Regular Air,1.88,1.49,Carol Triggs,Ohio,43317,Central,Home Office,Office Supplies,Binders and Binder Accessories,Staples® General Use 3-Ring Binders,Small Box,0.37
34883,11/5/2016,Critical,31,0.05,Regular Air,35.99,5.99,Pete Takahito,Idaho,83877,West,Corporate,Technology,Telephones and Communication,Accessory41,Wrap Bag,0.38
34913,11/22/2018,Medium,15,0,Regular Air,6.81,5.48,William Brown,Georgia,39901,South,Home Office,Office Supplies,Binders and Binder Accessories,Avery Self-Adhesive Photo Pockets for Polaroid Photos,Small Box,0.37
34916,8/9/2017,High,3,0.08,Express Air,4.82,5.72,Theresa Swint,Wisconsin,54990,Central,Consumer,Furniture,Office Furnishings,Magna Visual Magnetic Picture Hangers,Small Pack,0.47
34918,10/24/2016,Medium,12,0.06,Delivery Truck,180.98,26.2,Amy Cox,Washington,98625,West,Corporate,Furniture,Chairs & Chairmats,Global Ergonomic Managers Chair,Jumbo Drum,0.59
34918,10/24/2016,Medium,25,0.01,Regular Air,7.28,7.98,Amy Cox,Washington,98625,West,Corporate,Furniture,Office Furnishings,"Master Caster Door Stop, Large Neon Orange",Wrap Bag,0.42
34948,1/13/2017,Critical,15,0.08,Delivery Truck,68.81,60,Catherine Glotzbach,South Carolina,29374,South,Home Office,Office Supplies,Appliances,"Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter",Jumbo Drum,0.41
34976,11/25/2019,Medium,29,0.08,Regular Air,5.98,5.46,Lauren Leatherbury,New Jersey,8989,East,Home Office,Office Supplies,Paper,Xerox 1983,Small Box,0.36
34976,11/25/2019,Medium,45,0.02,Delivery Truck,95.95,74.35,Lauren Leatherbury,New Jersey,8989,East,Home Office,Furniture,Chairs & Chairmats,Bevis Steel Folding Chairs,Jumbo Drum,0.57
34978,2/4/2018,High,49,0.08,Regular Air,3.52,6.83,Carlos Soltero,Michigan,49822,Central,Consumer,Office Supplies,Binders and Binder Accessories,Self-Adhesive Ring Binder Labels,Small Box,0.38
34979,9/28/2017,Critical,15,0,Regular Air,39.48,1.99,Quincy Jones,Alabama,36276,South,Small Business,Technology,Computer Peripherals,"80 Minute CD-R Spindle, 100/Pack - Staples",Small Pack,0.54
34980,8/2/2017,Not Specified,25,0.06,Express Air,34.76,5.49,Victoria Pisteka,Texas,88595,Central,Corporate,Office Supplies,Storage & Organization,Home/Office Personal File Carts,Small Box,0.6
