,LoanID,FirstName,LastName,Gender,Age,Married,Dependents,EducationLevel,SelfEmployed,Income,CoapplicantIncome,LoanAmount,LoanTerm,CreditHistory,PropertyArea,ZIPCode,City,Latitude,Longitude,TotalIncome,IncomeRatio,DTI,IncomeToLoanRatio,LoanStatus
26317,LP001931,Alvaro,Bell,Female,24,Yes,0,Graduate,No,2691,1120.54863382435,37807,360.0,1.0,Rural,33031,Miami,25.5,-80.47,3811.54863382435,2.3993609539909153,9.916463665428964,0.0711754126110876,Y
26321,LP002418,Jonathan,Gonzales,Male,35,Yes,2,Graduate,No,2096,1113.8248757220094,64478,360.0,1.0,Rural,33194,Miami,25.77,-80.3,3209.8248757220094,1.8801159228193025,20.081444020051393,0.03250670761022969,N
26324,LP001666,Giselle,Taylor,Female,32,No,0,Graduate,No,2544,2347.9375313309697,25187,360.0,0.0,Rural,33138,Miami,25.94,-80.27,4891.93753133097,1.083042850679176,5.1476234549736155,0.1010004764173416,Y
26327,LP002789,Pedro,Morris,Male,19,Yes,0,Graduate,No,3370,1677.762353289565,118119,360.0,1.0,Semiurban,33193,Miami,25.94,-80.35,5047.762353289565,2.0074312444500704,23.395634758494534,0.02853030816119201,N
26328,LP002798,Carlos,Parker,Male,32,No,2,Graduate,No,1925,449.08300761090845,96210,360.0,1.0,Urban,33122,Miami,25.64,-80.31,2374.0830076109087,4.2769888386102775,40.50805790437508,0.02000810718109156,N
26329,LP001319,Arnold,Coleman,Male,35,No,0,Graduate,No,2528,1239.537495318765,26572,360.0,1.0,Semiurban,33122,Miami,25.88,-80.27,3767.5374953187647,2.0378263531247898,7.051011176884254,0.09513415873254807,Y
26332,LP001790,Terence,Rivera,Male,24,No,0,Graduate,Yes,4691,551.2841549912234,-6904,360.0,1.0,Urban,33139,Homestead,25.49,-80.21,5242.284154991224,8.493816014103368,-1.3167319939026947,-0.6795596117630016,Y
26333,LP002455,Panfilo,Rivera,Male,37,No,1,Graduate,No,2470,924.5170160732691,58462,360.0,0.0,Urban,33178,Opa Locka,25.9,-80.36,3394.517016073269,2.6687785930501584,17.217407459087962,0.04224894377640559,N
26335,LP001800,Emma,Graham,Female,34,No,0,Graduate,Yes,1734,1690.5878415670568,58642,360.0,1.0,Rural,33145,Miami,25.93,-80.47,3424.587841567057,1.0250723949361409,17.118813678756474,0.029568746482956192,Y
26344,LP001955,Brooke,Wright,Female,36,No,0,Graduate,No,1168,1375.4462471615593,78243,360.0,0.0,Urban,33150,Miami,25.94,-80.34,2543.4462471615593,0.8485620142512597,30.750502230999565,0.01492766218495987,N
26345,LP002837,Dean,Parker,Male,31,Yes,2,Graduate,No,2201,2143.356556496689,69317,360.0,1.0,Rural,33189,Miami,25.78,-80.14,4344.356556496688,1.026415123609784,15.951970591772271,0.03175221443203786,N
26346,LP002265,Ernesto,King,Female,42,No,0,Graduate,No,3037,1174.6487753072245,113574,360.0,1.0,Urban,33015,Hialeah,25.78,-80.21,4211.648775307224,2.5832545091593033,26.960234773362316,0.026740039621395553,Y
26353,LP002398,Heather,Klein,Male,41,No,1,Graduate,No,2433,1990.964868042204,32897,180.0,1.0,Rural,33031,Hialeah,25.56,-80.3,4423.964868042204,1.2214070835452364,7.434409307424638,0.07395586357833303,Y
26354,LP001325,Roland,Jennings,Male,38,Yes,1,Graduate,No,2483,1014.5552246167346,99445,360.0,0.0,Urban,33180,Miami,25.82,-80.18,3497.5552246167344,2.444967973983957,28.424590613942406,0.024968324517828773,Y
26355,LP001504,Cornell,Clark,Male,20,No,0,Graduate,No,2272,921.308207094099,7497,360.0,1.0,Urban,33183,Miami,25.71,-80.3,3193.308207094099,2.4633847801900757,2.346987051327809,0.30301413710322755,Y
26359,LP001194,Emily,Richards,Female,23,No,0,Graduate,No,4652,1788.921517841208,70774,360.0,1.0,Urban,33141,Miami,25.64,-80.14,6440.921517841208,2.598996634003648,10.986473493039002,0.06572942423172023,N
26360,LP002318,Horace,Martinez,Female,25,Yes,0,Not Graduate,No,3660,963.8419304793229,87905,360.0,1.0,Semiurban,33176,Miami,25.75,-80.2,4623.841930479322,3.793367477491108,19.0071360970578,0.041635383250290085,Y
26363,LP002403,Marcos,Parker,Female,33,Yes,3+,Graduate,Yes,2781,1839.8266508761317,80537,360.0,0.0,Semiurban,33189,Miami,25.48,-80.3,4620.826650876132,1.5107343207337844,17.425361460653892,0.034530283841168144,N
26369,LP001875,Stanley,Bailey,Male,23,Yes,3+,Graduate,No,1177,1613.5528010180378,68746,360.0,1.0,Semiurban,33141,Miami Beach,25.53,-80.35,2790.552801018038,0.7289944306918028,24.626437291434844,0.01712074708714562,Y
26370,LP002536,Esteban,Thompson,Male,34,Yes,0,Graduate,No,2238,1470.5760871316445,77409,360.0,1.0,Semiurban,33145,Miami,25.75,-80.36,3708.5760871316443,1.520818406584907,20.867343917955587,0.028910993411703913,N
26373,LP002187,Emily,Lawson,Male,46,Yes,2,Graduate,No,2597,1575.201222496847,24810,360.0,0.0,Urban,33173,Miami,25.85,-80.31,4172.201222496848,1.6476322711424587,5.945076375961581,0.10467131514247713,Y
26376,LP001207,Bartolome,Foster,Male,39,No,0,Graduate,No,3730,1773.115273756985,59727,360.0,1.0,Semiurban,33149,Miami,25.78,-80.16,5503.115273756985,2.1024563934344034,10.85133523361543,0.062449772301098314,N
26378,LP001870,Caitlin,Ross,Male,20,No,2,Graduate,No,1194,1162.611805115186,116794,360.0,0.0,Urban,33187,Homestead,25.76,-80.27,2356.611805115186,1.026115406144239,49.53911400791183,0.010223040369878847,N
26379,LP001926,Gordon,Griffin,Female,36,Yes,1,Graduate,No,3987,1313.3889752513917,18524,360.0,1.0,Rural,33010,Miami,25.81,-80.24,5300.3889752513915,3.0333486320040395,3.494178617429519,0.21522267206477733,Y
26380,LP002086,Marcos,Dawson,Male,32,No,3+,Graduate,Yes,869,2936.1747232615076,79754,360.0,0.0,Urban,33015,Miami,25.53,-80.24,3805.1747232615076,0.29586254883571994,20.953846262648412,0.010895868597580089,N
26383,LP002347,Giselle,Cooper,Male,33,No,0,Graduate,No,5467,1349.8241339641988,97995,180.0,1.0,Urban,33131,Miami,25.66,-80.47,6816.824133964199,4.04715896210431,14.373354031210711,0.055787991346585575,Y
26385,LP002953,Shane,Harper,Male,41,Yes,2,Graduate,No,2850,3113.9711713295314,97780,360.0,1.0,Urban,33157,Miami,25.82,-80.26,5963.971171329531,0.9149362364029724,16.392367572533605,0.029146766754277416,Y
26390,LP002409,Brian,Coleman,Female,40,Yes,2,Graduate,No,2233,1239.7750794503006,61824,360.0,1.0,Rural,33014,Miami,25.83,-80.21,3472.775079450301,1.7996815353426374,17.797352616676378,0.03611807521229276,N
26392,LP002086,Abel,Morales,Male,37,No,1,Graduate,Yes,2002,2197.550326597293,8701,360.0,1.0,Rural,33131,Miami,25.78,-80.58,4199.550326597293,0.9106000330219891,2.0713952514522904,0.23006205470006896,N
26395,LP001884,Colin,Bell,Female,36,Yes,0,Graduate,Yes,4962,2943.2473915299615,16157,360.0,1.0,Semiurban,33010,Miami,25.64,-80.21,7905.2473915299615,1.6853203349265853,2.0435737967558603,0.3070924619383587,N
26402,LP001267,Garrett,Gross,Male,38,Yes,1,Graduate,No,3522,1957.4413413181398,108770,360.0,1.0,Urban,33131,Miami,25.89,-80.18,5479.44134131814,1.7983688996421503,19.846941738060636,0.03237995421573765,N
26406,LP001586,Bennett,Flores,Female,37,Yes,0,Graduate,No,3228,1135.076270596438,107268,360.0,1.0,Semiurban,33141,Miami,25.78,-80.41,4363.076270596438,2.8413585280725084,24.57977206373153,0.030092571013060624,N
26407,LP002926,Dana,Turner,Female,36,Yes,2,Graduate,No,4175,1359.1419982837706,122705,360.0,0.0,Urban,33154,Miami,25.48,-80.3,5534.141998283771,3.0695324497501155,22.16835630197852,0.03402441608397307,N
26408,LP002288,Ava,Jenkins,Male,25,No,0,Graduate,No,5625,3236.4169936502176,112984,360.0,1.0,Urban,33168,Miami,25.56,-80.16,8861.416993650219,1.7374962851658353,12.748666653910693,0.04978536973934593,N
26409,LP002239,Kevin,Brooks,Male,23,No,3+,Graduate,No,3151,1954.8301718001032,100355,360.0,1.0,Urban,33185,Miami,25.9,-80.58,5105.830171800103,1.61108057613197,19.651133212566954,0.0313982223285105,Y
26416,LP001711,Rafael,Hale,Male,43,Yes,3+,Graduate,No,1923,1137.609391032263,96449,360.0,1.0,Semiurban,33131,Miami Beach,25.56,-80.27,3060.609391032263,1.6889022830354568,31.50271235857456,0.01993779160186625,N
26417,LP002288,Caleb,Rivera,Male,31,No,1,Graduate,No,4198,1732.748677375478,13568,360.0,1.0,Rural,33179,Miami,25.75,-80.36,5930.748677375478,2.4213428709603213,2.2873524719194958,0.3093816788267374,Y
26421,LP001978,Santiago,Mitchell,Female,36,Yes,0,Graduate,No,2630,1094.2145252554883,51987,480.0,1.0,Rural,33181,Miami,25.71,-80.16,3724.2145252554883,2.4013560260136995,13.955437907682525,0.05058859736862353,N
26422,LP001792,Martin,Collins,Male,35,Yes,1,Graduate,No,5466,1731.6463892789743,138974,360.0,1.0,Urban,33196,Miami Beach,25.9,-80.36,7197.646389278974,3.1547117945252685,19.305573921088214,0.03933081489476525,Y
26426,LP001666,Terence,Stewart,Male,32,No,2,Graduate,No,2283,1964.931115960814,115280,360.0,1.0,Rural,33014,Miami,25.56,-80.46,4247.931115960814,1.1612817872737236,27.131529519732315,0.019803783797850468,N
26428,LP002926,Felipe,Rivera,Female,26,No,3+,Graduate,No,6388,3590.9393738403055,103606,360.0,1.0,Rural,33131,Homestead,25.85,-80.45,9978.939373840305,1.7784264529972562,10.381425790178138,0.06165606570984586,N
26429,LP001993,Isaac,Rivera,Male,31,Yes,0,Graduate,No,3877,511.4614692844202,21004,360.0,0.0,Semiurban,33174,Miami,25.82,-80.3,4388.461469284421,7.565446833327159,4.785097248711951,0.18457510116638895,Y
26431,LP001098,Charlotte,Bryant,Female,26,No,0,Graduate,No,2067,1195.319037506228,105267,360.0,1.0,Urban,33128,Miami,25.85,-80.21,3262.3190375062277,1.7277999724126596,32.25764897337259,0.01963559676254892,N
26434,LP001603,Amber,Franklin,Male,19,Yes,0,Graduate,No,5961,1239.1921716588067,50302,180.0,1.0,Semiurban,33185,Miami,25.85,-80.24,7200.192171658807,4.806513164832289,6.985232278339942,0.11850187861558953,Y
26437,LP001938,Troy,Fisher,Female,35,Yes,1,Graduate,No,8119,2565.098193571637,38900,180.0,1.0,Rural,33109,Miami,25.77,-80.19,10684.098193571637,3.1639475139100304,3.6405842319168387,0.20870928767897998,N
26439,LP001915,Jay,Wilson,Male,45,Yes,0,Graduate,No,3827,1424.2220818790643,16139,360.0,1.0,Urban,33186,Hialeah,25.56,-80.2,5251.222081879065,2.6851955555967426,3.0727946664102253,0.23711276332094175,N
26445,LP001504,Scott,Cooper,Male,34,No,0,Graduate,No,2088,2040.2689047785152,22523,360.0,1.0,Urban,33134,Miami,25.61,-80.2,4128.268904778515,1.0228931597949145,5.454476450767277,0.09270111880660628,N
26447,LP002398,Aidan,Reed,Male,22,Yes,0,Graduate,No,2163,2460.596057008058,84592,480.0,1.0,Rural,33137,Miami Beach,25.73,-80.41,4623.596057008058,0.8786981900795755,18.291759746629175,0.025569491565495962,Y
26449,LP002158,Heather,Gross,Male,32,Yes,2,Graduate,No,1893,963.483962861235,94935,360.0,1.0,Rural,33184,Homestead,25.93,-80.33,2856.483962861235,1.9627075958673614,33.22328357179663,0.01993974888345833,N
26451,LP002377,Manuel,Bryant,Male,38,Yes,1,Graduate,No,5631,1759.3339889215492,74435,360.0,1.0,Semiurban,33031,Miami,25.73,-80.2,7390.3339889215495,3.198824788612856,10.070577261366676,0.07564887957439949,N
26453,LP001910,Jordan,Rogers,Male,34,No,2,Graduate,No,1701,857.496307029224,108749,360.0,0.0,Urban,33165,Miami,25.81,-80.31,2558.496307029224,1.9813713653425145,42.488437940441344,0.015641379310344827,N
26454,LP002529,Delilah,Bell,Female,31,Yes,1,Graduate,No,5186,1876.6669607849515,-29123,360.0,1.0,Semiurban,33015,Miami,25.93,-80.14,7062.666960784952,2.761938143616274,-4.122929373890484,-0.17807842867934895,N
26455,LP001146,Saul,Harris,Male,36,Yes,0,Graduate,No,1351,1986.446378809013,213477,360.0,1.0,Rural,33135,Miami,25.9,-80.14,3337.446378809013,0.6797667672471212,63.945013870840626,0.006328520971716055,Y
26456,LP002250,Daphne,Foster,Male,33,Yes,0,Graduate,No,3739,1363.547297422177,19929,360.0,1.0,Semiurban,33156,Miami,25.89,-80.24,5102.5472974221775,2.7401028949773307,3.9049309898756537,0.18760662318113397,N
26457,LP001385,Scott,Bennett,Male,40,No,0,Graduate,No,3331,1530.5261095244064,131102,360.0,1.0,Urban,33012,Miami,25.56,-80.35,4861.526109524406,2.1749547587108355,26.961706127028453,0.025407504023554,N
26459,LP002493,Daisy,Mitchell,Male,29,Yes,2,Graduate,No,4265,963.1868464326564,20508,360.0,1.0,Semiurban,33131,Miami,25.48,-80.33,5228.186846432656,4.423416494199072,3.921833470913461,0.2079574820810376,N
26460,LP001497,Chance,Harper,Male,33,No,0,Graduate,No,1878,2125.5152424837243,33793,360.0,1.0,Rural,33142,Miami,25.78,-80.33,4003.5152424837243,0.8831349818149135,8.438724278407426,0.055571995028703323,N
26461,LP002723,Harold,Alexander,Male,34,No,2,Graduate,Yes,2277,1886.3291494939817,20445,360.0,1.0,Semiurban,33129,Miami,25.65,-80.3,4163.329149493982,1.206466821439437,4.909554280185638,0.11136652645994327,N
26463,LP002940,Caitlin,Avery,Female,26,No,0,Graduate,No,3412,1303.1135448829746,44826,360.0,1.0,Rural,33160,Miami Beach,25.92,-80.15,4715.113544882975,2.616336601508251,9.504860214537585,0.07611484150177349,N
26466,LP002398,Pablo,Butler,Male,39,Yes,2,Graduate,No,5366,1524.6547897201617,60633,360.0,1.0,Rural,33157,Hialeah,25.82,-80.16,6890.654789720162,3.5171783526365368,8.798032090992479,0.08849820232872646,Y
26468,LP001657,Aria,Rivera,Male,41,No,0,Graduate,No,3530,1969.5136622141285,23198,120.0,1.0,Semiurban,33055,Miami,25.78,-80.21,5499.513662214129,1.7914110760508941,4.217424303362621,0.15216173110909953,N
26471,LP001882,Patrick,Hamilton,Female,35,No,1,Graduate,No,4429,1492.9242419413465,30034,360.0,1.0,Urban,33012,Miami,25.52,-80.16,5921.924241941347,2.9646750990830286,5.070806036539108,0.14746129515565173,N
26472,LP002911,Vincent,Ramirez,Male,23,Yes,3+,Graduate,No,4996,1429.579879346636,74203,360.0,1.0,Urban,33140,Miami,25.56,-80.41,6425.5798793466365,3.4922901350197493,11.546265882179295,0.06732790685138268,Y
26477,LP001560,Sidney,Alexander,Male,31,Yes,1,Graduate,No,2858,494.1333920773743,9569,360.0,1.0,Urban,33185,Miami,25.9,-80.3,3352.133392077374,5.772181892255373,2.8537486825335323,0.2986415882967607,Y
26480,LP001814,Ava,Wallace,Male,35,Yes,1,Graduate,No,3240,1839.1491323512969,49435,180.0,1.0,Urban,33142,Homestead,25.66,-80.24,5079.149132351296,1.760726857969391,9.731013541549222,0.06553928311352052,N
26482,LP001892,Eduardo,Rivera,Male,36,No,0,Graduate,No,1162,1795.1474348384575,54955,360.0,1.0,Urban,33030,Miami,25.93,-80.14,2957.1474348384572,0.646940210731926,18.57750541869157,0.021144188077734914,N
26486,LP001036,Blaine,Parker,Male,41,No,1,Graduate,No,2757,1779.8098136240487,288483,36.0,1.0,Rural,33173,Miami Beach,25.91,-80.35,4536.809813624049,1.5481720613327872,63.573179980764266,0.009556855839491965,N
26489,LP001504,Blake,Morris,Male,32,Yes,1,Graduate,No,3474,2216.1132901755036,54248,360.0,1.0,Rural,33144,Miami,25.81,-80.17,5690.113290175504,1.5669023389079964,9.532054140206212,0.06403804678427252,N
26490,LP002840,Trevor,Collins,Male,37,Yes,3+,Graduate,No,3306,2412.652688745055,38295,360.0,0.0,Urban,33031,Opa Locka,25.96,-80.18,5718.652688745055,1.3697082498306368,6.695336602405186,0.0863275537915187,N
26492,LP002170,Samuel,Rivera,Male,19,No,2,Graduate,No,2505,1865.3758400377071,155708,360.0,1.0,Rural,33138,Miami,25.86,-80.18,4370.375840037707,1.3421733963023175,35.61990679773187,0.016087702059611197,Y
26498,LP002541,Steven,Gross,Female,33,Yes,1,Not Graduate,No,2089,1634.3503068734033,76593,360.0,1.0,Rural,33135,Homestead,25.68,-80.21,3723.3503068734035,1.2774021512209952,20.56546610522787,0.027273676789304646,N
26504,LP002418,Karl,Parker,Female,29,Yes,0,Graduate,Yes,6869,1490.460979597728,110788,360.0,1.0,Semiurban,33180,Miami,25.73,-80.49,8359.460979597729,4.605551264138794,13.251422412036742,0.06200074014568233,Y
26505,LP001677,Gordon,Butler,Male,24,No,2,Graduate,No,1781,1543.4299014535516,131664,360.0,1.0,Rural,33196,Hialeah,25.79,-80.3,3324.429901453552,1.1531763263090147,39.593076354563784,0.0135267535032089,Y
26509,LP001776,Russell,Rivera,Male,36,No,0,Graduate,No,1809,1714.0601524072306,33197,360.0,1.0,Urban,33175,Miami,25.7,-80.21,3523.060152407231,1.0547735001952654,9.420100271933112,0.054491234411711546,Y
26511,LP002912,Miguel,Alexander,Male,35,No,1,Graduate,No,2589,1946.3128442744912,99979,360.0,1.0,Semiurban,33187,Miami Beach,25.9,-80.34,4535.312844274491,1.3295244303513962,22.03970568877068,0.02589517903580716,N
26514,LP001715,Emily,Parker,Male,24,No,1,Graduate,No,672,653.5513147863674,35247,360.0,1.0,Rural,33180,Miami,25.78,-80.16,1325.5513147863674,1.0266574748525676,26.57040071282603,0.019064911484339538,Y
26517,LP001807,Luciano,Cooper,Male,23,No,0,Graduate,No,1681,1042.461155400706,105443,360.0,1.0,Rural,33180,Miami,25.67,-80.4,2723.461155400706,1.6109847417889445,38.70233194221914,0.01594211145252456,Y
26520,LP002211,Dorian,Patterson,Male,33,Yes,0,Graduate,No,2686,2439.486008630829,65377,360.0,1.0,Rural,33013,Miami,25.71,-80.24,5125.486008630829,1.1006004502795368,12.752790096360908,0.041084156749977056,N
26521,LP001910,Tony,Patterson,Female,47,No,0,Graduate,Yes,3002,1914.6217676804142,8679,360.0,1.0,Semiurban,33144,Homestead,25.82,-80.21,4916.621767680414,1.5671152054380015,1.7648774977042987,0.345852534562212,Y
26522,LP002277,Nathaniel,Morales,Female,41,No,1,Graduate,No,5407,1071.4561699056578,40923,360.0,1.0,Rural,33186,Miami,25.6,-80.2,6478.456169905658,5.0416978816725395,6.315807828143059,0.1321229596324895,Y
26529,LP002205,Stanley,Davidson,Male,35,Yes,3+,Graduate,Yes,1061,807.8852520021098,28169,360.0,0.0,Semiurban,33194,Miami,25.89,-80.58,1868.8852520021098,1.3116817216952208,15.064560763736221,0.03766418175363862,N
26533,LP001310,Karl,Peters,Female,25,Yes,2,Graduate,Yes,3506,1046.7775194646388,105888,360.0,1.0,Rural,33158,Homestead,25.74,-80.18,4552.777519464638,3.3461301992730177,23.25278289231149,0.03311014364098254,N
26536,LP002940,Stanley,Lawson,Male,38,No,2,Graduate,No,1945,2715.057983550275,95002,360.0,1.0,Rural,33122,Miami,25.81,-80.45,4660.057983550275,0.7161113686746878,20.382067834229783,0.02047303769354652,N
26539,LP001119,Colin,Goodman,Male,41,Yes,0,Graduate,No,3293,1730.7907800003438,158711,360.0,1.0,Rural,33158,Hialeah,25.92,-80.31,5023.790780000344,1.9014999028920492,31.585593699085145,0.020748273602500127,N
26540,LP002874,Florentino,Avery,Male,23,No,2,Graduate,No,1389,1485.3325568481648,191591,360.0,1.0,Rural,33031,Miami,25.9,-80.27,2874.332556848165,0.9345149533328108,66.63264029883732,0.007249780784166353,Y
26542,LP001664,Todd,Walker,Male,34,No,0,Graduate,No,1906,2683.642796456889,53784,360.0,1.0,Semiurban,33145,Miami,25.71,-80.13,4589.642796456888,0.7099640974640953,11.716006316481675,0.035437389606767684,Y
26544,LP002894,Raul,Francis,Male,37,Yes,0,Graduate,Yes,3155,687.6553873898351,62371,360.0,1.0,Semiurban,33014,Miami,25.78,-80.18,3842.655387389835,4.5813915897154125,16.22700104817543,0.050583595202975694,N
26545,LP001841,Cecilio,Alexander,Male,38,No,0,Graduate,Yes,6294,2217.7001620099572,131003,360.0,1.0,Rural,33157,Miami,25.64,-80.36,8511.700162009958,2.83679611502717,15.389124191714572,0.048044334524136666,N
26546,LP001345,Logan,Parker,Male,34,Yes,1,Graduate,No,3528,1436.738744049287,3435,360.0,1.0,Rural,33161,Miami,25.52,-80.18,4964.738744049288,2.4538533266924722,0.6917399760743245,1.0267753201396974,Y
26549,LP002287,Russell,Clark,Male,43,Yes,2,Not Graduate,No,2085,715.7924827494048,69828,360.0,1.0,Urban,33131,Miami,25.73,-80.51,2800.792482749405,2.9087916658982724,24.92261665699011,0.02985865471365765,N
26550,LP001005,Felipe,Alexander,Female,39,Yes,1,Graduate,No,4995,2195.278409413906,159284,360.0,1.0,Semiurban,33133,Miami,25.77,-80.36,7190.278409413906,2.2743018273958056,22.149608307680825,0.0313588850174216,N
26555,LP001384,Oscar,Howard,Male,40,No,3+,Graduate,No,3671,1096.3355223124959,60350,180.0,1.0,Semiurban,33133,Opa Locka,25.95,-80.24,4767.335522312496,3.3453760726380493,12.656408031189068,0.06082749250219549,Y
26556,LP001155,Juan,Rivera,Female,37,Yes,0,Graduate,No,5667,1126.1718014545013,115214,360.0,1.0,Urban,33180,Miami,25.75,-80.18,6793.171801454501,5.027627547714829,16.957769595307393,0.049186303866684024,Y
26562,LP002335,Marshall,Perez,Female,29,Yes,3+,Graduate,No,3419,1544.8257763584031,69443,360.0,1.0,Urban,33150,Miami,25.85,-80.36,4963.825776358403,2.211762834007302,13.986996347520375,0.04923391509705662,Y
26564,LP001868,Adam,Rivera,Male,39,Yes,0,Graduate,No,2907,763.9186218139591,36009,360.0,1.0,Rural,33169,Miami,25.92,-80.45,3670.9186218139594,3.8004042745177546,9.806589880853961,0.08072757567342405,N
26567,LP002670,Lorenzo,Riley,Male,39,Yes,2,Graduate,No,2890,1541.3324780960597,8412,360.0,1.0,Semiurban,33156,Miami,25.9,-80.41,4431.332478096059,1.8737853485180935,1.8978720665859066,0.34351598716272436,Y
26570,LP001674,Martin,Bennett,Female,19,Yes,0,Not Graduate,No,3417,2362.368973267019,132691,360.0,1.0,Semiurban,33146,Miami,25.76,-80.14,5779.368973267019,1.4458174066982385,22.955455026083584,0.025751364061134055,N
26573,LP001586,Delilah,Hamilton,Male,31,No,1,Graduate,No,1416,1041.073501766784,28589,360.0,1.0,Semiurban,33177,Miami,25.76,-80.23,2457.073501766784,1.358829293326471,11.630653021340146,0.04952780692549843,Y
26575,LP001529,Ricardo,Phillips,Male,33,Yes,0,Graduate,No,2827,980.9350411825172,104715,360.0,1.0,Semiurban,33176,Miami,25.93,-80.21,3807.935041182517,2.8790091823136508,27.491936425224598,0.02699682951984415,Y
26581,LP001275,Logan,Lawson,Female,40,No,1,Graduate,No,3925,861.4485111647571,97443,360.0,1.0,Urban,33177,Miami,25.96,-80.35,4786.448511164757,4.550996319419921,20.353848145364744,0.04027954517466442,Y
26585,LP001715,Jack,Morgan,Male,36,Yes,0,Graduate,No,3203,1084.8078167042158,177166,360.0,1.0,Rural,33016,Homestead,25.75,-80.36,4287.807816704216,2.949877455959158,41.308915570888246,0.018078987621848314,N
26588,LP001955,Mario,King,Female,41,No,2,Graduate,No,5509,1241.853075471822,110069,180.0,1.0,Rural,33175,Miami,25.73,-80.3,6750.853075471822,4.432543241612552,16.302043123518107,0.050049968202053235,N
26602,LP002140,Faith,Morton,Female,43,No,1,Graduate,No,3594,822.9644860900345,222576,360.0,1.0,Urban,33170,Miami Gardens,25.88,-80.27,4416.964486090034,4.361838478081304,50.37976215082325,0.01614722096173459,N
26605,LP002115,Nicholas,Torres,Male,39,No,1,Graduate,Yes,1035,773.1555149421306,-3582,360.0,0.0,Urban,33181,Opa Locka,25.89,-80.18,1808.1555149421306,1.3369406792605074,-1.9799292932064922,-0.2890254118961184,N
26606,LP001498,Rodney,Cooper,Male,37,Yes,0,Not Graduate,No,2426,2151.5747387717984,42705,360.0,1.0,Semiurban,33170,Miami,25.66,-80.21,4577.574738771798,1.127022424031702,9.327138342499921,0.056807006041305674,N
26608,LP001265,Russell,Ortiz,Male,20,No,0,Graduate,No,3035,1133.383142998849,92271,360.0,1.0,Urban,33145,Miami,25.85,-80.17,4168.3831429988495,2.675462888117934,22.130611852004954,0.0328918848621467,N
26609,LP001241,Eduardo,Rivera,Male,47,No,0,Graduate,No,2144,2072.0193859885094,17508,180.0,1.0,Urban,33131,Miami,25.88,-80.47,4216.019385988509,1.0342402075403863,4.151747572745853,0.12245131075446913,Y
26614,LP002403,Antero,Rivera,Male,39,No,0,Graduate,No,2438,1613.3576039117181,30522,360.0,1.0,Urban,33185,Miami,25.78,-80.21,4051.357603911718,1.5101982324687728,7.531911786496159,0.07987419323133375,Y
26620,LP002387,Enrique,Fisher,Male,30,No,1,Graduate,No,2726,2036.1460055395098,36760,360.0,1.0,Rural,33169,Miami Beach,25.93,-80.14,4762.14600553951,1.3381465995011275,7.717588324449501,0.07415467479121896,N
26623,LP001807,Martin,Price,Female,37,Yes,0,Graduate,Yes,1553,2029.3200493178815,3081,360.0,1.0,Semiurban,33140,Hialeah,25.56,-80.18,3582.3200493178815,0.7649040359532258,0.8598171409741916,0.5038935756002596,Y
26625,LP001653,Julio,Perry,Male,30,Yes,0,Graduate,No,2537,1526.860164572546,111117,360.0,1.0,Rural,33035,Homestead,25.83,-80.38,4063.8601645725457,1.6604922746380943,27.335995704955543,0.02283158444176461,Y
26627,LP002804,Santiago,Perez,Female,36,Yes,0,Graduate,No,3150,2080.6625978735883,87116,360.0,1.0,Semiurban,33054,Miami,25.91,-80.15,5230.662597873588,1.513213526158233,16.651685457584428,0.03615826991287579,Y
26631,LP002505,Nicholas,Alexander,Male,35,Yes,3+,Graduate,No,5402,1511.2496273033044,78792,360.0,1.0,Urban,33181,Miami,25.78,-80.21,6913.249627303305,3.5721615680825343,11.395596665885847,0.06855938979350958,N
26633,LP002534,Aileen,Cooper,Male,41,No,0,Not Graduate,No,7657,1971.84367562575,105212,360.0,1.0,Urban,33170,Hialeah,25.78,-80.36,9628.84367562575,3.881199557066446,10.92561868541062,0.07277617784874493,N
26635,LP002455,Michael,Myers,Male,33,Yes,2,Graduate,No,5731,2225.065512334956,56688,84.0,1.0,Rural,33039,Miami,25.81,-80.47,7956.065512334956,2.574497456720697,7.124234419350058,0.10109545061652173,N
26637,LP001008,Marcos,Hamilton,Female,28,No,0,Graduate,No,3784,1637.754253698565,24986,360.0,1.0,Rural,33015,Homestead,25.94,-80.4,5421.754253698565,2.3090710467782163,4.607621668077327,0.1514387481490375,Y
26640,LP001543,Harold,Alexander,Male,32,No,0,Graduate,No,2429,881.9399169363429,45141,180.0,1.0,Urban,33133,Miami,25.49,-80.2,3310.939916936343,2.751036569315195,13.62977624357297,0.05380798369589296,N
26641,LP001120,Karl,Parker,Male,35,No,0,Graduate,No,3053,2129.6525305828263,65855,360.0,0.0,Urban,33039,Miami,25.93,-80.3,5182.652530582826,1.4328943627259916,12.704362341315258,0.046358722060252676,N
26645,LP002706,Harold,Foster,Male,33,No,0,Graduate,No,2729,684.7060253694972,114777,360.0,1.0,Semiurban,33149,Miami,25.85,-80.14,3413.706025369497,3.9798396091524215,33.61255673175563,0.0237763334436913,Y
26651,LP002277,Frank,Mitchell,Male,35,Yes,3+,Graduate,No,6044,1692.4630436510895,93237,360.0,1.0,Urban,33183,Miami,25.76,-80.3,7736.46304365109,3.5690179497328716,12.05007370943178,0.06482335528432613,Y
